PID,Player,Span,Mat,Inns,No,Runs,Hs,Ave,100,50,Ducks,Country,Format
3286,MP Bicknell,1990-1991,7,6,2,96,31*,24.00,0,0,0,England,ODI
3287,SW Billings,2015-2017,13,10,0,248,62,24.80,0,2,1,England,ODI
3288,ID Blackwell,2002-2006,34,29,2,403,82,14.92,0,1,6,England,ODI
3289,RJ Blakey,1992-1993,3,2,0,25,25,12.50,0,0,1,England,ODI
3290,RS Bopara,2007-2015,120,109,21,2695,101*,30.62,1,14,4,England,ODI
3291,SG Borthwick,2011-2011,2,2,0,18,15,9.00,0,0,0,England,ODI
3292,IT Botham,1976-1992,116,106,15,2113,79,23.21,0,9,6,England,ODI
3293,G Boycott,1971-1981,36,34,4,1082,105,36.06,1,9,1,England,ODI
3294,JM Brearley,1977-1980,25,24,3,510,78,24.28,0,3,6,England,ODI
3295,TT Bresnan,2006-2015,85,64,20,871,80,19.79,0,1,6,England,ODI
3296,DR Briggs,2012-2012,1,0,0,0,0,0,0,0,0,England,ODI
3297,BC Broad,1987-1988,34,34,0,1361,106,40.02,1,11,2,England,ODI
3298,SCJ Broad,2006-2016,121,68,25,529,45*,12.30,0,0,8,England,ODI
3299,AD Brown,1996-2001,16,16,0,354,118,22.12,1,1,2,England,ODI
3300,DR Brown,1997-1998,9,8,4,99,21,24.75,0,0,0,England,ODI
3301,AR Butcher,1980-1980,1,1,0,14,14,14.00,0,0,0,England,ODI
3302,RO Butcher,1980-1981,3,3,0,58,52,19.33,0,1,0,England,ODI
3303,JC Buttler,2012-2018,109,92,18,2816,129,38.05,5,15,10,England,ODI
3304,AR Caddick,1993-2003,54,38,18,249,36,12.45,0,0,6,England,ODI
3305,DJ Capel,1987-1990,23,19,2,327,50*,19.23,0,1,0,England,ODI
3306,MA Carberry,2013-2014,6,6,0,114,63,19.00,0,1,0,England,ODI
3307,G Chapple,2006-2006,1,1,0,14,14,14.00,0,0,0,England,ODI
3308,R Clarke,2003-2006,20,13,0,144,39,11.07,0,0,2,England,ODI
3309,DB Close,1972-1972,3,3,0,49,43,16.33,0,0,0,England,ODI
3310,PD Collingwood,2001-2011,197,181,37,5092,120*,35.36,5,26,7,England,ODI
3311,AN Cook,2006-2014,92,92,4,3204,137,36.40,5,19,7,England,ODI
3312,G Cook,1981-1983,6,6,0,106,32,17.66,0,0,0,England,ODI
3313,NGB Cook,1984-1989,3,0,0,0,0,0,0,0,0,England,ODI
3314,GA Cope,1977-1978,2,1,1,1,1*,0,0,0,0,England,ODI
3315,DG Cork,1992-2002,32,21,3,180,31*,10.00,0,0,4,England,ODI
3316,NG Cowans,1983-1985,23,8,3,13,4*,2.60,0,0,3,England,ODI
3317,CS Cowdrey,1985-1985,3,3,1,51,46*,25.50,0,0,1,England,ODI
3318,MC Cowdrey,1971-1971,1,1,0,1,1,1.00,0,0,0,England,ODI
3319,JP Crawley,1994-1999,13,12,1,235,73,21.36,0,2,2,England,ODI
3320,RDB Croft,1996-2001,50,36,12,345,32,14.37,0,0,4,England,ODI
3321,TK Curran,2017-2018,8,5,4,70,35,70.00,0,0,0,England,ODI
3322,JWM Dalrymple,2006-2007,27,26,1,487,67,19.48,0,2,2,England,ODI
3323,SM Davies,2009-2011,8,8,0,244,87,30.50,0,1,1,England,ODI
3324,LA Dawson,2016-2016,1,1,0,10,10,10.00,0,0,0,England,ODI
3325,PAJ DeFreitas,1987-1997,103,66,23,690,67,16.04,0,1,4,England,ODI
3326,JL Denly,2009-2009,9,9,0,268,67,29.77,0,2,0,England,ODI
3327,MH Denness,1973-1975,12,11,2,264,66,29.33,0,1,1,England,ODI
3328,JW Dernbach,2011-2013,24,8,1,19,5,2.71,0,0,1,England,ODI
3329,GR Dilley,1979-1988,36,18,8,114,31*,11.40,0,0,2,England,ODI
3330,BL D'Oliveira,1971-1972,4,4,1,30,17,10.00,0,0,0,England,ODI
3331,PR Downton,1977-1988,28,20,5,242,44*,16.13,0,0,2,England,ODI
3332,BM Duckett,2016-2016,3,3,0,123,63,41.00,0,2,1,England,ODI
3333,MA Ealham,1996-2001,64,45,4,716,45,17.46,0,0,4,England,ODI
3334,PH Edmonds,1977-1987,29,18,7,116,20,10.54,0,0,3,England,ODI
3335,JH Edrich,1971-1975,7,6,0,223,90,37.16,0,2,0,England,ODI
3336,RM Ellison,1984-1986,14,12,4,86,24,10.75,0,0,0,England,ODI
3337,JE Emburey,1980-1993,61,45,10,501,34,14.31,0,0,3,England,ODI
3338,NH Fairbrother,1987-1999,75,71,18,2092,113,39.47,1,16,2,England,ODI
3339,ST Finn,2011-2017,69,30,13,136,35,8.00,0,0,7,England,ODI
3340,MV Fleming,1997-1998,11,10,1,139,33,15.44,0,0,1,England,ODI
3341,KWR Fletcher,1971-1982,24,22,3,757,131,39.84,1,5,0,England,ODI
3342,A Flintoff,1999-2009,138,119,16,3293,123,31.97,3,18,9,England,ODI
3343,JS Foster,2001-2002,11,6,3,41,13,13.66,0,0,0,England,ODI
3344,NA Foster,1984-1989,48,25,12,150,24,11.53,0,0,3,England,ODI
3345,G Fowler,1983-1986,26,26,2,744,81*,31.00,0,4,2,England,ODI
3346,PJ Franks,2000-2000,1,1,0,4,4,4.00,0,0,0,England,ODI
3347,ARC Fraser,1989-1999,42,20,9,141,38*,12.81,0,0,1,England,ODI
3348,BN French,1985-1988,13,8,3,34,9*,6.80,0,0,2,England,ODI
3349,MW Gatting,1977-1993,92,88,17,2095,115*,29.50,1,9,4,England,ODI
3350,N Gifford,1985-1985,2,1,0,0,0,0.00,0,0,1,England,ODI
3351,AF Giles,1997-2005,62,35,13,385,41,17.50,0,0,2,England,ODI
3352,GA Gooch,1976-1995,125,122,6,4290,142,36.98,8,23,4,England,ODI
3353,D Gough,1994-2006,158,87,38,609,46*,12.42,0,0,10,England,ODI
3354,IJ Gould,1983-1983,18,14,2,155,42,12.91,0,0,2,England,ODI
3355,DI Gower,1978-1991,114,111,8,3170,158,30.77,7,12,6,England,ODI
3356,AP Grayson,2000-2001,2,2,0,6,6,3.00,0,0,1,England,ODI
3357,AW Greig,1972-1977,22,19,3,269,48,16.81,0,0,1,England,ODI
3358,HF Gurney,2014-2014,10,6,4,15,6*,7.50,0,0,0,England,ODI
3359,AD Hales,2014-2018,59,57,2,2018,171,36.69,5,12,4,England,ODI
3360,JH Hampshire,1971-1972,3,3,1,48,25*,24.00,0,0,0,England,ODI
3361,SJ Harmison,2002-2009,58,25,14,91,18*,8.27,0,0,3,England,ODI
3362,FC Hayes,1973-1975,6,6,1,128,52,25.60,0,1,0,England,ODI
3363,DW Headley,1996-1999,13,6,4,22,10*,11.00,0,0,1,England,ODI
3364,EE Hemmings,1982-1991,33,12,6,30,8*,5.00,0,0,1,England,ODI
3365,M Hendrick,1973-1981,22,10,5,6,2*,1.20,0,0,3,England,ODI
3366,GA Hick,1991-2001,120,118,15,3846,126*,37.33,5,27,10,England,ODI
3367,MJ Hoggard,2001-2006,26,6,2,17,7,4.25,0,0,1,England,ODI
3368,AJ Hollioake,1996-1999,35,30,6,606,83*,25.25,0,3,1,England,ODI
3369,BC Hollioake,1997-2002,20,17,2,309,63,20.60,0,2,3,England,ODI
3370,GW Humpage,1981-1981,3,2,0,11,6,5.50,0,0,0,England,ODI
3371,N Hussain,1989-2003,88,87,10,2332,115,30.28,1,16,6,England,ODI
3372,AP Igglesden,1994-1994,4,3,1,20,18,10.00,0,0,1,England,ODI
3373,R Illingworth,1971-1973,3,2,0,5,4,2.50,0,0,0,England,ODI
3374,RK Illingworth,1991-1996,25,11,5,68,14,11.33,0,0,0,England,ODI
3375,RC Irani,1996-2003,31,30,5,360,53,14.40,0,1,7,England,ODI
3376,RD Jackman,1974-1983,15,9,1,54,14,6.75,0,0,1,England,ODI
3377,JA Jameson,1973-1975,3,3,0,60,28,20.00,0,0,0,England,ODI
3378,PW Jarvis,1988-1993,16,8,2,31,16*,5.16,0,0,2,England,ODI
3379,TE Jesty,1983-1983,10,10,4,127,52*,21.16,0,1,2,England,ODI
3380,RL Johnson,2003-2003,10,4,1,16,10,5.33,0,0,1,England,ODI
3381,GO Jones,2004-2006,49,41,8,815,80,24.69,0,4,1,England,ODI
3382,SP Jones,2004-2005,8,1,0,1,1,1.00,0,0,0,England,ODI
3383,CJ Jordan,2013-2016,31,21,7,169,38*,12.07,0,0,3,England,ODI
3384,EC Joyce,2006-2007,17,17,0,471,107,27.70,1,3,1,England,ODI
3385,RWT Key,2003-2004,5,5,0,54,19,10.80,0,0,1,England,ODI
3386,C Kieswetter,2010-2013,46,40,5,1054,107,30.11,1,5,4,England,ODI
3387,RJ Kirtley,2001-2004,11,2,0,2,1,1.00,0,0,0,England,ODI
3388,NV Knight,1996-2003,100,100,10,3637,125*,40.41,5,25,6,England,ODI
3389,APE Knott,1971-1977,20,14,4,200,50,20.00,0,1,2,England,ODI
3390,AJ Lamb,1982-1992,122,118,16,4010,118,39.31,4,26,8,England,ODI
3391,W Larkins,1979-1991,25,24,0,591,124,24.62,1,0,3,England,ODI
3392,DV Lawrence,1991-1991,1,0,0,0,0,0,0,0,0,England,ODI
3393,JK Lever,1976-1982,22,11,4,56,27*,8.00,0,0,1,England,ODI
3394,P Lever,1971-1975,10,3,2,17,8*,17.00,0,0,0,England,ODI
3395,CC Lewis,1990-1998,53,40,14,374,33,14.38,0,0,6,England,ODI
3396,J Lewis,2005-2007,13,8,2,50,17,8.33,0,0,0,England,ODI
3397,D Lloyd,1973-1980,8,8,1,285,116*,40.71,1,0,0,England,ODI
3398,GD Lloyd,1996-1998,6,5,1,39,22,9.75,0,0,2,England,ODI
3399,TA Lloyd,1984-1984,3,3,0,101,49,33.66,0,0,0,England,ODI
3400,AGR Loudon,2006-2006,1,1,0,0,0,0.00,0,0,1,England,ODI
3401,JD Love,1981-1981,3,3,0,61,43,20.33,0,0,0,England,ODI
3402,MB Loye,2007-2007,7,7,0,142,45,20.28,0,0,1,England,ODI
3403,BW Luckhurst,1975-1975,3,3,0,15,14,5.00,0,0,1,England,ODI
3404,MJ Lumb,2014-2014,3,3,0,165,106,55.00,1,0,0,England,ODI
3405,MA Lynch,1988-1988,3,3,0,8,6,2.66,0,0,1,England,ODI
3406,A McGrath,2003-2004,14,12,2,166,52,16.60,0,1,1,England,ODI
3407,DL Maddy,1998-2000,8,6,0,113,53,18.83,0,1,1,England,ODI
3408,SI Mahmood,2004-2009,26,15,4,85,22*,7.72,0,0,3,England,ODI
3409,DE Malcolm,1990-1994,10,5,2,9,4,3.00,0,0,1,England,ODI
3410,VJ Marks,1980-1988,34,24,3,285,44,13.57,0,0,0,England,ODI
3411,PJ Martin,1995-1998,20,13,7,38,6,6.33,0,0,0,England,ODI
3412,AD Mascarenhas,2007-2009,20,13,2,245,52,22.27,0,1,2,England,ODI
3413,MP Maynard,1994-2000,14,12,1,156,41,14.18,0,0,1,England,ODI
3414,SC Meaker,2011-2011,2,2,0,2,1,1.00,0,0,0,England,ODI
3415,G Miller,1977-1984,25,18,2,136,46,8.50,0,0,3,England,ODI
3416,EJG Morgan,2009-2018,177,164,23,5287,124*,37.49,10,30,10,England,ODI
3417,JE Morris,1990-1991,8,8,1,167,63*,23.85,0,1,0,England,ODI
3418,MD Moxon,1985-1988,8,8,0,174,70,21.75,0,1,1,England,ODI
3419,AD Mullally,1996-2001,50,25,10,86,20,5.73,0,0,6,England,ODI
3420,P Mustard,2007-2008,10,10,0,233,83,23.30,0,1,0,England,ODI
3421,PA Nixon,2007-2007,19,18,4,297,49,21.21,0,0,2,England,ODI
3422,CM Old,1973-1981,32,25,7,338,51*,18.77,0,1,4,England,ODI
3423,G Onions,2009-2009,4,1,0,1,1,1.00,0,0,0,England,ODI
3424,MS Panesar,2007-2007,26,8,3,26,13,5.20,0,0,0,England,ODI
3425,SD Parry,2014-2014,2,0,0,0,0,0,0,0,0,England,ODI
3426,SR Patel,2008-2013,36,22,7,482,70*,32.13,0,1,1,England,ODI
3427,KP Pietersen,2004-2013,134,123,16,4422,130,41.32,9,25,7,England,ODI
3428,LE Plunkett,2005-2018,65,38,13,516,56,20.64,0,1,2,England,ODI
3429,PI Pocock,1985-1985,1,1,0,4,4,4.00,0,0,0,England,ODI
3430,DR Pringle,1982-1993,44,30,12,425,49*,23.61,0,0,1,England,ODI
3431,MJ Prior,2004-2011,68,62,9,1282,87,24.18,0,3,5,England,ODI
3432,NV Radford,1988-1988,6,3,2,0,0*,0.00,0,0,1,England,ODI
3433,CT Radley,1978-1978,4,4,1,250,117*,83.33,1,1,0,England,ODI
3434,MR Ramprakash,1991-2001,18,18,4,376,51,26.85,0,1,0,England,ODI
3435,DW Randall,1976-1985,49,45,5,1067,88,26.67,0,5,4,England,ODI
3436,WB Rankin,2013-2014,7,2,1,5,4,5.00,0,0,0,England,ODI
3437,AU Rashid,2009-2018,64,28,7,444,69,21.14,0,1,2,England,ODI
3438,CMW Read,2000-2006,36,24,7,300,30*,17.64,0,0,4,England,ODI
3439,DA Reeve,1991-1996,29,21,9,291,35,24.25,0,0,0,England,ODI
3440,SJ Rhodes,1989-1995,9,8,2,107,56,17.83,0,1,0,England,ODI
3441,CJ Richards,1981-1988,22,16,3,154,50,11.84,0,1,3,England,ODI
3442,RT Robinson,1984-1988,26,26,0,597,83,22.96,0,3,2,England,ODI
3443,TS Roland-Jones,2017-2017,1,1,1,37,37*,0,0,0,0,England,ODI
3444,GRJ Roope,1973-1978,8,8,0,173,44,21.62,0,0,1,England,ODI
3445,JE Root,2013-2018,107,101,14,4451,133*,51.16,11,27,4,England,ODI
3446,BC Rose,1977-1977,2,2,0,99,54,49.50,0,1,0,England,ODI
3447,JJ Roy,2015-2018,57,56,2,2006,180,37.14,4,11,5,England,ODI
3448,RC Russell,1987-1998,40,31,7,423,50,17.62,0,1,0,England,ODI
3449,IDK Salisbury,1993-1994,4,2,1,7,5,7.00,0,0,0,England,ODI
3450,OA Shah,2001-2009,71,66,6,1834,107*,30.56,1,12,6,England,ODI
3451,A Shahzad,2010-2011,11,8,2,39,9,6.50,0,0,0,England,ODI
3452,K Shuttleworth,1971-1971,1,1,0,7,7,7.00,0,0,0,England,ODI
3453,RJ Sidebottom,2001-2010,25,18,8,133,24,13.30,0,0,2,England,ODI
3454,CEW Silverwood,1996-2001,7,4,0,17,12,4.25,0,0,1,England,ODI
3455,WN Slack,1986-1986,2,2,0,43,34,21.50,0,0,0,England,ODI
3456,GC Small,1987-1992,53,24,9,98,18*,6.53,0,0,6,England,ODI
3457,CL Smith,1984-1984,4,4,0,109,70,27.25,0,1,0,England,ODI
3458,DM Smith,1986-1990,2,2,1,15,10*,15.00,0,0,0,England,ODI
3459,MJ Smith,1973-1974,5,5,0,70,31,14.00,0,0,1,England,ODI
3460,NMK Smith,1996-1996,7,6,1,100,31,20.00,0,0,0,England,ODI
3461,RA Smith,1988-1996,71,70,8,2419,167*,39.01,4,15,4,England,ODI
3462,JN Snape,2001-2002,10,7,3,118,38,29.50,0,0,0,England,ODI
3463,JA Snow,1971-1975,9,4,2,9,5*,4.50,0,0,0,England,ODI
3464,VS Solanki,2000-2006,51,46,5,1097,106,26.75,2,5,2,England,ODI
3465,DS Steele,1976-1976,1,1,0,8,8,8.00,0,0,0,England,ODI
3466,GB Stevenson,1980-1981,4,4,3,43,28*,43.00,0,0,0,England,ODI
3467,AJ Stewart,1989-2003,170,162,14,4677,116,31.60,4,28,13,England,ODI
3468,BA Stokes,2011-2018,67,59,9,1791,102*,35.82,3,11,5,England,ODI
3469,AJ Strauss,2003-2011,127,126,8,4205,158,35.63,6,27,9,England,ODI
3470,GP Swann,2000-2013,79,48,12,500,34,13.88,0,0,3,England,ODI
3471,CJ Tavare,1980-1984,29,28,2,720,83*,27.69,0,4,1,England,ODI
3472,JP Taylor,1993-1993,1,1,0,1,1,1.00,0,0,0,England,ODI
3473,LB Taylor,1986-1986,2,1,1,1,1*,0,0,0,0,England,ODI
3474,RW Taylor,1973-1984,27,17,7,130,26*,13.00,0,0,2,England,ODI
3475,JWA Taylor,2011-2015,27,26,5,887,101,42.23,1,7,2,England,ODI
3476,JG Thomas,1986-1987,3,3,2,1,1*,1.00,0,0,1,England,ODI
3477,GP Thorpe,1993-2002,82,77,13,2380,89,37.18,0,21,3,England,ODI
3478,FJ Titmus,1975-1975,2,1,0,11,11,11.00,0,0,0,England,ODI
3479,RW Tolchard,1979-1979,1,0,0,0,0,0,0,0,0,England,ODI
3480,RJW Topley,2015-2016,10,5,4,7,6,7.00,0,0,0,England,ODI
3481,JC Tredwell,2010-2015,45,25,11,163,30,11.64,0,0,3,England,ODI
3482,CT Tremlett,2005-2011,15,11,4,50,19*,7.14,0,0,1,England,ODI
3483,ME Trescothick,2000-2006,123,122,6,4335,137,37.37,12,21,13,England,ODI
3484,IJL Trott,2009-2013,68,65,10,2819,137,51.25,4,22,5,England,ODI
3485,JO Troughton,2003-2003,6,5,1,36,20,9.00,0,0,1,England,ODI
3486,AJ Tudor,2002-2002,3,2,1,9,6,9.00,0,0,0,England,ODI
3487,PCR Tufnell,1990-1997,20,10,9,15,5*,15.00,0,0,0,England,ODI
3488,SD Udal,1994-2005,11,7,4,35,11*,11.66,0,0,1,England,ODI
3489,DL Underwood,1973-1982,26,13,4,53,17,5.88,0,0,2,England,ODI
3490,MP Vaughan,2001-2007,86,83,10,1982,90*,27.15,0,16,9,England,ODI
3491,JM Vince,2015-2016,5,4,0,104,51,26.00,0,1,0,England,ODI
3492,SL Watkin,1994-1994,4,2,0,4,4,2.00,0,0,1,England,ODI
3493,M Watkinson,1996-1996,1,0,0,0,0,0,0,0,0,England,ODI
3494,AP Wells,1995-1995,1,1,0,15,15,15.00,0,0,0,England,ODI
3495,CM Wells,1985-1985,2,2,0,22,17,11.00,0,0,0,England,ODI
3496,VJ Wells,1999-1999,9,7,0,141,39,20.14,0,0,0,England,ODI
3497,AG Wharf,2004-2005,13,5,3,19,9,9.50,0,0,1,England,ODI
3498,JJ Whitaker,1987-1987,2,2,1,48,44*,48.00,0,0,0,England,ODI
3499,C White,1994-2003,51,41,5,568,57*,15.77,0,1,9,England,ODI
3500,DJ Willey,2015-2018,34,19,10,140,26,15.55,0,0,1,England,ODI
3501,P Willey,1977-1986,26,24,1,538,64,23.39,0,5,3,England,ODI
3502,RGD Willis,1973-1984,64,22,14,83,24,10.37,0,0,4,England,ODI
3503,CR Woakes,2011-2018,76,55,18,1034,95*,27.94,0,4,5,England,ODI
3504,B Wood,1972-1982,13,12,2,314,78*,31.40,0,2,1,England,ODI
3505,MA Wood,2015-2018,26,9,5,43,13,10.75,0,0,1,England,ODI
3506,RA Woolmer,1972-1976,6,4,0,21,9,5.25,0,0,1,England,ODI
3507,LJ Wright,2007-2014,50,39,4,707,52,20.20,0,2,5,England,ODI
3508,MH Yardy,2006-2011,28,24,8,326,60*,20.37,0,2,1,England,ODI
3509,VR Aaron,2011-2014,9,3,2,8,6*,8.00,0,0,1,India,ODI
3510,S Abid Ali,1974-1975,5,3,0,93,70,31.00,0,1,0,India,ODI
3511,AB Agarkar,1998-2007,191,113,26,1269,95,14.58,0,3,10,India,ODI
3512,M Amarnath,1975-1989,85,75,12,1924,102*,30.53,2,13,2,India,ODI
3513,S Amarnath,1978-1978,3,3,0,100,62,33.33,0,1,0,India,ODI
3514,PK Amre,1991-1994,37,30,5,513,84*,20.52,0,2,1,India,ODI
3515,SA Ankola,1989-1997,20,13,4,34,9,3.77,0,0,5,India,ODI
3516,Arshad Ayub,1987-1990,32,17,7,116,31*,11.60,0,0,1,India,ODI
3517,B Arun,1986-1987,4,3,1,21,8,10.50,0,0,0,India,ODI
3518,J Arun Lal,1982-1989,13,13,0,122,51,9.38,0,1,4,India,ODI
3519,R Ashwin,2010-2017,111,61,19,675,65,16.07,0,1,6,India,ODI
3520,KBJ Azad,1980-1986,25,21,2,269,39*,14.15,0,0,3,India,ODI
3521,M Azharuddin,1985-2000,334,308,54,9378,153*,36.92,7,58,9,India,ODI
3522,HK Badani,2000-2004,40,36,10,867,100,33.34,1,4,1,India,ODI
3523,S Badrinath,2008-2011,7,6,1,79,27*,15.80,0,0,0,India,ODI
3524,SV Bahutule,1997-2003,8,4,1,23,11,7.66,0,0,0,India,ODI
3525,L Balaji,2002-2009,30,16,6,120,21*,12.00,0,0,2,India,ODI
3526,ST Banerjee,1991-1992,6,5,3,49,25*,24.50,0,0,0,India,ODI
3527,SB Bangar,2002-2004,15,15,2,180,57*,13.84,0,1,3,India,ODI
3528,AC Bedade,1994-1994,13,10,3,158,51,22.57,0,1,0,India,ODI
3529,BS Bedi,1974-1979,10,7,2,31,13,6.20,0,0,1,India,ODI
3530,A Bhandari,2000-2004,2,1,1,0,0*,0,0,0,0,India,ODI
3531,Bhupinder Singh,1994-1994,2,1,0,6,6,6.00,0,0,0,India,ODI
3532,RMH Binny,1980-1987,72,49,10,629,57,16.12,0,1,4,India,ODI
3533,STR Binny,2014-2015,14,11,3,230,77,28.75,0,1,1,India,ODI
3534,GK Bose,1974-1974,1,1,0,13,13,13.00,0,0,0,India,ODI
3535,JJ Bumrah,2016-2018,37,5,2,11,10*,3.66,0,0,2,India,ODI
3536,YS Chahal,2016-2018,23,2,1,1,1,1.00,0,0,0,India,ODI
3537,BS Chandrasekhar,1976-1976,1,1,1,11,11*,0,0,0,0,India,ODI
3538,VB Chandrasekhar,1988-1990,7,7,0,88,53,12.57,0,1,0,India,ODI
3539,U Chatterjee,1995-1995,3,2,1,6,3*,6.00,0,0,0,India,ODI
3540,CPS Chauhan,1978-1981,7,7,0,153,46,21.85,0,0,0,India,ODI
3541,RK Chauhan,1993-1997,35,18,5,132,32,10.15,0,0,4,India,ODI
3542,PP Chawla,2007-2011,25,12,5,38,13*,5.42,0,0,1,India,ODI
3543,N Chopra,1998-2000,39,26,6,310,61,15.50,0,1,1,India,ODI
3544,V Dahiya,2000-2001,19,15,2,216,51,16.61,0,1,2,India,ODI
3545,SS Das,2001-2002,4,4,1,39,30,13.00,0,0,0,India,ODI
3546,D Dasgupta,2001-2001,5,4,1,51,24*,17.00,0,0,1,India,ODI
3547,NA David,1997-1997,4,2,2,9,8*,0,0,0,0,India,ODI
3548,P Dharmani,1996-1996,1,1,0,8,8,8.00,0,0,0,India,ODI
3549,R Dhawan,2016-2016,3,2,1,12,9,12.00,0,0,0,India,ODI
3550,S Dhawan,2010-2018,102,101,6,4361,137,45.90,13,25,3,India,ODI
3551,MS Dhoni,2004-2018,315,269,77,9793,183*,51.00,9,67,8,India,ODI
3552,SS Dighe,2000-2001,23,17,6,256,94*,23.27,0,1,1,India,ODI
3553,AB Dinda,2010-2013,13,5,0,21,16,4.20,0,0,2,India,ODI
3554,DR Doshi,1980-1982,15,5,2,9,5*,3.00,0,0,2,India,ODI
3555,R Dravid,1996-2011,340,314,39,10768,153,39.15,12,82,13,India,ODI
3556,FM Engineer,1974-1975,5,4,1,114,54*,38.00,0,1,0,India,ODI
3557,FY Fazal,2016-2016,1,1,1,55,55*,0,0,1,0,India,ODI
3558,AD Gaekwad,1975-1987,15,14,1,269,78*,20.69,0,1,2,India,ODI
3559,G Gambhir,2003-2013,147,143,11,5238,150*,39.68,11,34,11,India,ODI
3560,DJ Gandhi,1999-2000,3,3,0,49,30,16.33,0,0,0,India,ODI
3561,D Ganesh,1997-1997,1,1,0,4,4,4.00,0,0,0,India,ODI
3562,SC Ganguly,1992-2007,308,297,23,11221,183,40.95,22,71,16,India,ODI
3563,RS Gavaskar,2004-2004,11,10,2,151,54,18.87,0,1,0,India,ODI
3564,SM Gavaskar,1974-1987,108,102,14,3092,103*,35.13,1,27,8,India,ODI
3565,RS Ghai,1984-1986,6,1,0,1,1,1.00,0,0,0,India,ODI
3566,KD Ghavri,1975-1981,19,16,6,114,20,11.40,0,0,1,India,ODI
3567,MS Gony,2008-2008,2,0,0,0,0,0,0,0,0,India,ODI
3568,Gurkeerat Singh,2016-2016,3,3,1,13,8,6.50,0,0,0,India,ODI
3569,Gursharan Singh,1990-1990,1,1,0,4,4,4.00,0,0,0,India,ODI
3570,Harbhajan Singh,1998-2015,234,126,35,1213,49,13.32,0,0,17,India,ODI
3571,Harvinder Singh,1997-2001,16,5,1,6,3*,1.50,0,0,1,India,ODI
3572,ND Hirwani,1988-1992,18,7,3,8,4,2.00,0,0,2,India,ODI
3573,SS Iyer,2017-2018,6,5,0,210,88,42.00,0,2,0,India,ODI
3574,A Jadeja,1992-2000,196,179,36,5359,119,37.47,6,30,10,India,ODI
3575,RA Jadeja,2009-2017,136,93,32,1914,87,31.37,0,10,5,India,ODI
3576,KM Jadhav,2014-2018,40,27,7,798,120,39.90,2,3,2,India,ODI
3577,W Jaffer,2006-2006,2,2,0,10,10,5.00,0,0,1,India,ODI
3578,Joginder Sharma,2004-2007,4,3,2,35,29*,35.00,0,0,0,India,ODI
3579,SB Joshi,1996-2001,69,45,11,584,61*,17.17,0,1,4,India,ODI
3580,M Kaif,2002-2006,125,110,24,2753,111*,32.01,2,17,8,India,ODI
3581,AV Kale,2003-2003,1,1,0,10,10,10.00,0,0,0,India,ODI
3582,VG Kambli,1991-2000,104,97,21,2477,106,32.59,2,14,4,India,ODI
3583,HH Kanitkar,1997-2000,34,27,8,339,57,17.84,0,1,2,India,ODI
3584,N Kapil Dev,1978-1994,225,198,39,3783,175*,23.79,1,14,13,India,ODI
3585,AR Kapoor,1995-2000,17,6,0,43,19,7.16,0,0,3,India,ODI
3586,SS Karim,1997-2000,34,27,4,362,55,15.73,0,1,2,India,ODI
3587,KD Karthik,2004-2017,79,67,17,1496,79,29.92,0,9,5,India,ODI
3588,M Kartik,2002-2007,37,14,5,126,32*,14.00,0,0,1,India,ODI
3589,Z Khan,2000-2012,194,96,31,753,34*,11.58,0,0,14,India,ODI
3590,SC Khanna,1979-1984,10,10,2,176,56,22.00,0,2,1,India,ODI
3591,GK Khoda,1998-1998,2,2,0,115,89,57.50,0,1,0,India,ODI
3592,AR Khurasiya,1999-2001,12,11,0,149,57,13.54,0,1,1,India,ODI
3593,SMH Kirmani,1976-1986,49,31,13,373,48*,20.72,0,0,2,India,ODI
3594,V Kohli,2008-2018,208,200,35,9588,183,58.10,35,46,12,India,ODI
3595,P Krishnamurthy,1976-1976,1,1,0,6,6,6.00,0,0,0,India,ODI
3596,Kuldeep Yadav,2017-2018,20,7,5,23,19,11.50,0,0,1,India,ODI
3597,DS Kulkarni,2014-2016,12,2,2,27,25*,0,0,0,0,India,ODI
3598,NM Kulkarni,1997-1998,10,5,3,11,5*,5.50,0,0,1,India,ODI
3599,RR Kulkarni,1983-1987,10,5,3,33,15,16.50,0,0,0,India,ODI
3600,B Kumar,2012-2018,86,40,14,379,53*,14.57,0,1,7,India,ODI
3601,P Kumar,2007-2012,68,33,12,292,54*,13.90,0,1,2,India,ODI
3602,T Kumaran,1999-2000,8,3,0,19,8,6.33,0,0,0,India,ODI
3603,A Kumble,1990-2007,269,134,47,903,26,10.37,0,0,18,India,ODI
3604,A Kuruvilla,1997-1997,25,11,4,26,7,3.71,0,0,1,India,ODI
3605,R Lamba,1986-1989,32,31,2,783,102,27.00,1,6,2,India,ODI
3606,VVS Laxman,1998-2006,86,83,7,2338,131,30.76,6,10,3,India,ODI
3607,S Madan Lal,1974-1987,67,35,14,401,53*,19.09,0,1,1,India,ODI
3608,AO Malhotra,1982-1986,20,19,4,457,65,30.46,0,1,0,India,ODI
3609,Maninder Singh,1983-1993,59,18,14,49,8*,12.25,0,0,1,India,ODI
3610,SV Manjrekar,1988-1996,74,70,10,1994,105,33.23,1,15,3,India,ODI
3611,AV Mankad,1974-1974,1,1,0,44,44,44.00,0,0,0,India,ODI
3612,JJ Martin,1999-2001,10,8,1,158,39,22.57,0,0,1,India,ODI
